customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
2472-JYS,Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,85.56,1104.42,2,No
5354-DKO,Female,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.86,1132.23,4,Yes
7112-IKS,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),128.75,2571.15,2,No
2388-ZPD,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,96.08,774.09,2,No
5576-TMA,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,109.65,326.91,3,Yes
9708-ENW,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,105.44,1356.77,2,Yes
1781-HDG,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,93.45,1679.13,1,No
7131-SOV,Male,0,No,Yes,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,97.7,1745.49,2,No
5995-SIU,Female,0,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,66.41,936.83,3,No
1502-NVJ,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,102.52,1017.38,2,No
1623-EWF,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,50.49,545.9,2,No
8385-BMM,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),97.16,787.12,2,No
5018-RSA,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),137.62,3029.44,1,No
4367-VPB,Male,0,No,Yes,48,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.54,4885.92,3,No
2573-PWK,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,95.77,5070.92,1,No
3768-WSK,Female,1,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.71,7027.32,3,No
2211-HVD,Female,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.91,238.75,1,Yes
2160-ZBP,Male,1,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,86.62,621.29,1,No
6876-UZS,Female,0,No,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.7,3134.67,2,No
5635-HNX,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,117.16,3053.33,1,Yes
2079-ZXS,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,116.63,456.68,4,Yes
3847-RIB,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,119.56,2975.24,3,Yes
5888-TLB,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,107.77,1504.42,0,No
1419-YLI,Female,0,No,Yes,72,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,97.33,7021.26,2,No
6283-IFA,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),104.01,5091.37,5,Yes
2340-NVY,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.41,90.82,0,No
6137-FRT,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.71,275.65,3,Yes
1591-OPH,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),117.1,1626.0,0,No
2292-WKY,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),126.44,118.93,2,Yes
3758-QRV,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),106.28,331.04,2,Yes
9494-WVV,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.19,5602.99,1,No
1832-PEZ,Male,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.83,2060.4,1,No
6794-WJS,Male,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.67,576.09,1,No
6220-GNC,Male,1,Yes,Yes,45,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,62.38,2801.42,7,No
1684-MJB,Male,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.43,304.15,4,No
9007-DYL,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.0,1373.4,2,No
1430-HGN,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.6,983.4,4,No
6782-SNV,Female,1,Yes,No,48,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,87.49,4213.78,5,No
2420-UAS,Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,106.77,958.38,1,Yes
9635-ADJ,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,104.85,3873.63,0,No
2538-TIC,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),131.37,6310.79,3,No
7939-FFW,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,95.59,1909.11,4,No
6944-LWA,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.44,738.8,1,No
6263-XEI,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,128.74,9278.44,1,No
3793-MOL,Male,1,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.65,539.69,4,Yes
3372-ERL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),106.86,91.88,1,Yes
1154-CZY,Female,1,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.21,438.33,1,Yes
5080-SRA,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,104.6,3041.26,5,Yes
2892-BAG,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),73.28,2859.26,1,No
3015-RQB,Female,1,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),116.35,3721.17,2,No
1565-UCL,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.65,1365.9,1,Yes
3314-LYD,Female,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.5,1345.2,1,No
9216-PTR,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.31,746.28,2,No
8902-DVF,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.22,3618.82,2,No
8156-OAC,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),109.4,6882.78,3,No
7884-VQN,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,95.98,1336.22,4,Yes
4688-CZM,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.54,220.58,0,No
5023-OMS,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,87.34,271.51,2,Yes
4215-RGM,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.71,1793.32,3,Yes
4037-JIG,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),139.21,5157.51,1,Yes
4131-HSK,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.98,539.09,4,Yes
1233-PWM,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.31,411.68,1,No
1889-PJX,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.64,2354.78,3,Yes
1427-YFL,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),126.69,2032.46,4,Yes
8025-RDI,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,94.09,2255.3,1,No
9326-RHK,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.36,2868.19,2,No
4718-IHC,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.94,602.63,3,Yes
6008-BON,Male,0,No,No,39,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.21,2163.93,1,No
8388-RPT,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),42.71,1314.89,0,No
8171-YTF,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.81,1256.78,2,No
5261-ZKZ,Male,1,No,No,5,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,76.63,370.63,5,Yes
4088-XCM,Male,1,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.11,1790.1,2,Yes
4573-CPO,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),95.52,2116.19,5,No
8313-OEP,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,108.54,753.29,1,Yes
5925-PQI,Female,1,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.75,3474.02,3,No
9090-WCT,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.09,343.7,2,Yes
6292-VCG,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),128.78,645.46,0,No
2995-OUT,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.06,658.64,1,No
8145-ASS,Male,1,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,84.44,344.95,2,No
3102-WML,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.02,78.81,3,Yes
1242-XPY,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.55,538.55,3,No
7747-OPK,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.85,1774.5,4,Yes
8863-FKC,Male,1,No,No,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),96.85,1737.32,2,No
2550-AGA,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,88.57,183.46,2,No
5656-IZW,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),115.87,821.02,1,Yes
7572-KTF,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,136.07,2575.6,2,Yes
7539-VTW,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.49,3155.49,4,No
8218-QDC,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,104.3,4173.54,7,Yes
2690-UOH,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,127.45,2424.6,1,No
9659-NDE,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),83.44,2168.58,1,No
2494-MXO,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.31,6736.34,2,No
1901-AWS,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.77,182.78,2,Yes
1444-FOP,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.85,313.02,1,Yes
3198-PJV,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.1,597.64,3,No
5008-QQQ,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,89.16,2131.72,0,No
2463-LML,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.36,111.65,2,Yes
1493-JWS,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.93,616.27,4,Yes
2793-DSG,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),127.39,626.05,1,Yes
5761-OOX,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,74.85,1945.42,3,No
9741-CFP,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,135.85,1093.82,6,No
5190-GKZ,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,67.75,3990.86,1,No
9381-GDX,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),126.06,238.92,0,No
1755-GDL,Male,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.16,1699.78,5,Yes
5150-ZSZ,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.83,492.72,2,No
2316-SUC,Female,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.71,3749.31,5,No
2145-KGQ,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,104.63,4508.33,2,Yes
2912-IUI,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,118.32,832.46,3,No
3409-MOV,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),128.83,251.01,2,Yes
5292-CHT,Female,0,No,Yes,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.15,2024.31,0,No
2417-MCV,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.39,287.75,2,Yes
2287-IVU,Male,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.49,7053.17,5,No
9907-KBR,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),87.92,169.48,1,No
9104-BBC,Male,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.16,990.71,3,Yes
4407-SDW,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,118.98,121.72,2,Yes
8416-RTY,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),111.91,1127.13,3,No
2897-KQZ,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.85,1686.64,1,No
5087-YWX,Male,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),67.92,1842.09,2,No
5019-PTM,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,93.52,3085.7,2,No
8255-BYN,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,107.58,4827.2,1,No
5867-QMD,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,116.79,349.44,0,Yes
3722-LVW,Female,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.81,3837.9,1,No
6319-BFV,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.67,934.18,1,Yes
2673-LUJ,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),97.4,384.76,3,Yes
7857-WCT,Male,0,No,No,8,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.08,458.83,4,Yes
7172-ITS,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.43,4776.82,5,Yes
7305-ETH,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.65,1229.07,3,No
8238-FKL,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),149.45,3449.69,0,No
7609-SJY,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,115.42,2541.43,4,No
9664-UNC,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),106.56,1479.97,3,Yes
1081-XOF,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,114.92,1597.0,4,Yes
3970-LGQ,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.22,408.24,2,Yes
1761-RZO,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),127.84,1406.18,0,No
7651-AEO,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.98,1546.69,3,Yes
6154-AHL,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.84,997.7,1,No
2525-YSY,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.78,205.12,0,Yes
2055-LMA,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.27,1060.28,2,Yes
6957-HDE,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,121.07,1342.56,4,Yes
5181-GWD,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),138.78,2621.99,0,No
2203-DOU,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,86.63,2690.1,1,No
4044-XIB,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),96.03,2507.2,3,No
4514-GQP,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,84.23,1863.32,4,No
1144-TZW,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,104.25,937.96,2,Yes
2377-KBA,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.56,5402.28,1,No
1793-BWI,Female,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.32,3286.47,1,No
5053-ZBO,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.62,246.11,1,No
6897-OJY,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),85.61,2326.25,6,No
2750-QIR,Female,1,No,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,98.58,5928.78,3,No
6064-PDP,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,95.71,1445.88,2,No
6938-AWF,Female,1,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.64,4143.34,2,No
9265-PDV,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.64,104.13,4,Yes
2941-MPT,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.48,2246.38,1,Yes
8933-FZK,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.86,324.48,2,No
1770-TJA,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,95.24,776.59,1,No
4818-ZZL,Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,86.18,4568.6,4,No
2421-YHK,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),105.5,1051.93,1,Yes
